id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Gate location,Food and drink,Online boarding,Cleanliness,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Departure/Arrival time convenient,Arrival Delay in Minutes,Departure Delay in Minutes
32743,Male,Loyal Customer,36,Business travel,Business,101,3,3,3,3,4,1,3,4,4,5,3,2,4,3,0,0
32746,Female,Loyal Customer,32,Business travel,Eco,101,5,2,5,5,5,5,5,5,5,5,4,1,2,5,0,0
32748,Female,Loyal Customer,33,Business travel,Eco,101,4,5,5,4,4,4,4,4,3,4,5,3,5,5,0,0
32749,Male,Loyal Customer,42,Business travel,Eco,101,2,3,3,1,2,1,1,1,5,1,4,2,3,3,4,0
32756,Female,Loyal Customer,66,Business travel,Business,101,2,3,3,2,3,1,3,2,2,2,2,2,2,3,0,0
32763,Female,Loyal Customer,50,Business travel,Eco,101,2,2,2,1,2,2,1,2,2,2,2,4,2,2,2,0
32772,Male,Loyal Customer,76,Business travel,Eco,84,4,5,5,4,4,4,4,4,2,5,4,1,4,5,0,0
32790,Female,Loyal Customer,77,Business travel,Eco,101,4,2,5,4,5,4,4,3,3,4,3,1,3,5,1,0
32794,Male,Loyal Customer,45,Business travel,Eco,102,4,4,3,4,4,4,4,4,1,2,5,4,1,3,4,1
32815,Female,Loyal Customer,49,Business travel,Eco,101,3,3,3,3,4,1,4,3,3,3,3,3,3,3,29,13
32818,Male,Loyal Customer,28,Business travel,Business,101,2,1,1,2,2,2,2,2,2,2,3,2,4,1,0,0
32821,Female,Loyal Customer,57,Business travel,Eco,101,5,4,4,4,2,3,3,5,5,5,5,4,5,4,0,0
32826,Male,Loyal Customer,63,Business travel,Business,102,1,1,1,2,5,3,4,4,4,4,5,3,4,1,0,0
32827,Male,Loyal Customer,37,Business travel,Eco,102,5,1,1,5,5,5,5,5,3,3,1,1,2,1,0,0
32831,Male,Loyal Customer,35,Business travel,Eco,101,5,1,1,5,5,5,5,5,1,4,2,5,1,1,0,0
32833,Female,Loyal Customer,34,Personal Travel,Eco,101,4,4,3,4,4,4,4,4,4,3,4,3,5,5,0,0
32836,Male,Loyal Customer,20,Personal Travel,Eco,101,4,4,2,2,4,2,2,2,3,2,4,4,5,5,0,0
32837,Male,Loyal Customer,60,Personal Travel,Eco,101,0,0,5,2,0,2,2,2,4,2,4,5,5,4,0,0
32840,Male,Loyal Customer,44,Personal Travel,Eco,101,4,4,3,3,4,3,3,3,3,3,4,5,4,4,0,0
32842,Female,Loyal Customer,36,Personal Travel,Eco,101,4,4,2,3,4,3,3,3,2,2,1,2,2,1,21,24
32850,Female,Loyal Customer,41,Personal Travel,Eco,101,5,5,1,1,5,1,1,1,3,4,5,4,4,5,0,0
32856,Male,Loyal Customer,11,Personal Travel,Eco,101,5,5,2,2,5,2,2,2,3,2,2,3,2,2,7,3
32867,Female,Loyal Customer,42,Personal Travel,Eco,101,4,4,2,4,4,3,4,5,5,4,1,3,5,5,4,2
32869,Male,Loyal Customer,29,Personal Travel,Eco,101,4,0,2,2,0,2,4,2,5,2,4,3,5,5,0,0
32886,Male,Loyal Customer,35,Personal Travel,Eco,101,4,0,3,5,0,5,5,5,4,3,3,4,2,5,0,0
32895,Female,Loyal Customer,37,Personal Travel,Eco,84,3,3,2,2,3,2,2,2,3,4,2,2,3,3,9,5
32903,Female,Loyal Customer,29,Personal Travel,Eco,101,4,4,2,3,4,3,3,3,1,4,2,4,3,1,0,0
32920,Female,Loyal Customer,58,Personal Travel,Eco,101,4,4,2,4,5,4,1,2,2,4,2,4,2,5,0,0
32935,Female,Loyal Customer,22,Personal Travel,Eco,84,3,3,3,2,3,2,2,2,4,4,4,4,5,4,2,0
32939,Female,Loyal Customer,64,Personal Travel,Eco,101,4,4,4,3,1,1,2,3,3,4,3,4,3,4,0,0
32963,Female,Loyal Customer,28,Personal Travel,Eco,101,4,4,3,2,4,2,2,2,5,5,4,4,5,5,3,0
32970,Male,Loyal Customer,40,Personal Travel,Eco,84,3,3,4,5,3,5,5,5,4,5,5,3,5,5,0,0
32987,Female,Loyal Customer,48,Personal Travel,Eco,101,0,0,1,5,5,4,4,4,4,0,5,3,4,4,1,0
33006,Female,Loyal Customer,24,Personal Travel,Eco,101,4,4,3,3,4,3,4,3,1,1,4,5,4,3,21,14
33010,Female,Loyal Customer,45,Personal Travel,Eco,101,5,0,5,2,2,4,3,1,1,0,1,2,1,5,4,0
33021,Female,Loyal Customer,17,Personal Travel,Eco,101,5,5,5,4,5,4,4,4,5,1,5,2,2,5,0,0
33026,Female,Loyal Customer,27,Personal Travel,Eco,101,4,4,1,3,4,3,3,3,5,2,4,5,4,5,0,0
33030,Male,Loyal Customer,62,Personal Travel,Eco,101,0,0,2,3,0,3,3,3,1,4,4,2,1,3,2,0
33037,Female,Loyal Customer,31,Personal Travel,Eco,101,4,4,5,4,4,4,4,4,5,3,4,5,5,4,0,0
33054,Female,Loyal Customer,32,Personal Travel,Eco,101,4,4,2,4,4,4,3,4,5,4,4,1,1,5,0,0
33056,Female,Loyal Customer,64,Personal Travel,Eco,84,4,0,2,4,4,5,5,2,2,0,2,3,2,4,0,0
33061,Female,Loyal Customer,68,Personal Travel,Eco,84,2,2,3,2,4,5,4,1,1,2,1,5,1,5,0,0
33073,Female,Loyal Customer,53,Personal Travel,Eco,101,0,0,4,2,4,4,4,3,3,0,3,4,3,5,0,0
33077,Male,Loyal Customer,57,Personal Travel,Eco,101,5,5,3,3,5,3,3,3,5,3,4,2,5,3,0,0
33081,Female,Loyal Customer,47,Personal Travel,Eco,101,4,4,3,1,4,5,3,4,4,4,4,1,4,3,0,0
33104,Female,Loyal Customer,36,Personal Travel,Eco,101,4,4,5,5,4,5,5,5,4,1,2,2,5,3,0,0
33137,Male,Loyal Customer,12,Personal Travel,Eco,101,5,5,5,3,5,3,3,3,5,5,5,4,4,4,0,0
33140,Female,Loyal Customer,21,Personal Travel,Eco,101,3,3,4,5,3,5,4,5,4,4,5,4,4,5,2,0
33150,Female,Loyal Customer,49,Personal Travel,Eco,101,4,4,4,5,4,4,4,1,1,4,1,4,1,2,0,0
33160,Male,Loyal Customer,60,Personal Travel,Eco,84,2,2,3,3,2,3,3,3,3,4,5,5,4,4,0,0
33171,Male,Loyal Customer,36,Personal Travel,Eco,101,4,4,4,2,4,2,4,2,5,5,5,5,4,5,15,9
33176,Female,Loyal Customer,41,Personal Travel,Eco,101,4,4,3,5,4,5,5,5,2,2,5,4,4,4,2,0
33179,Male,Loyal Customer,37,Business travel,Eco Plus,101,4,5,5,4,4,4,4,4,1,5,5,4,4,5,11,0
33180,Female,Loyal Customer,50,Business travel,Eco Plus,101,4,5,5,2,4,5,4,4,4,4,4,5,4,5,25,5
33187,Female,Loyal Customer,42,Business travel,Eco Plus,101,4,5,5,5,1,2,5,4,4,4,4,3,4,5,0,0
33189,Female,Loyal Customer,56,Business travel,Eco Plus,102,4,5,3,5,3,1,3,4,4,4,4,2,4,3,8,10
33191,Female,Loyal Customer,31,Business travel,Eco Plus,101,5,5,5,5,5,5,5,5,3,2,5,2,4,5,0,0
33193,Male,Loyal Customer,64,Business travel,Eco Plus,102,4,4,4,4,4,4,4,4,5,4,4,2,1,4,38,34
33199,Male,Loyal Customer,53,Business travel,Eco Plus,101,4,3,3,5,4,5,5,5,1,5,3,4,3,3,10,2
33202,Female,Loyal Customer,51,Business travel,Eco Plus,102,4,5,5,5,4,3,1,4,4,4,4,4,4,3,0,0
33203,Male,Loyal Customer,35,Business travel,Eco Plus,102,5,1,1,5,5,5,5,5,1,1,5,1,5,1,0,0
33204,Female,Loyal Customer,31,Business travel,Eco Plus,101,4,5,2,4,4,4,4,4,3,3,1,2,1,2,0,0
33205,Male,Loyal Customer,33,Business travel,Eco Plus,102,4,4,4,4,4,4,4,4,2,4,3,2,3,4,0,0
33207,Male,Loyal Customer,44,Business travel,Eco Plus,101,5,1,1,5,5,5,5,5,2,2,2,3,2,1,0,0
33210,Male,Loyal Customer,21,Business travel,Eco Plus,102,4,2,2,4,4,4,4,4,5,5,5,4,4,2,18,15
33212,Male,Loyal Customer,59,Business travel,Eco Plus,101,2,5,5,2,2,2,2,2,3,5,5,5,2,5,3,0
33215,Male,Loyal Customer,34,Business travel,Eco Plus,101,5,3,3,5,5,5,5,5,4,3,5,3,5,3,5,3
33219,Female,Loyal Customer,32,Business travel,Eco Plus,101,3,5,5,3,3,3,3,3,3,5,3,2,3,5,1,0
33220,Male,Loyal Customer,56,Business travel,Eco Plus,102,4,4,4,4,4,4,4,4,5,2,5,4,4,4,3,0
33221,Male,Loyal Customer,30,Business travel,Eco Plus,101,2,2,2,2,2,2,2,2,1,2,4,4,3,2,76,81
33222,Female,Loyal Customer,74,Business travel,Eco Plus,101,5,5,5,2,5,2,2,5,5,5,5,2,5,5,0,0
33225,Male,Loyal Customer,49,Business travel,Eco Plus,101,3,2,2,3,3,3,3,3,3,4,3,2,4,2,16,0
33226,Male,Loyal Customer,30,Business travel,Eco Plus,101,2,3,3,2,2,2,2,2,1,5,4,4,4,3,0,0
33228,Male,Loyal Customer,38,Business travel,Eco Plus,102,4,3,3,4,4,4,4,4,3,2,5,2,1,3,0,0
33229,Female,disloyal Customer,39,Business travel,Eco Plus,101,4,4,4,1,4,1,1,1,5,1,5,4,3,4,0,0
33231,Male,Loyal Customer,64,Business travel,Eco Plus,101,2,4,1,2,2,2,2,2,2,4,4,2,3,1,4,0
33237,Female,Loyal Customer,36,Business travel,Eco Plus,102,5,4,4,5,5,5,5,5,2,2,4,5,4,5,0,0
33238,Male,Loyal Customer,48,Business travel,Eco Plus,102,4,4,4,4,4,4,4,4,3,5,1,2,2,4,0,0
33247,Male,Loyal Customer,53,Business travel,Eco Plus,101,1,4,4,2,1,2,2,2,3,2,3,1,4,4,7,7
33248,Male,Loyal Customer,38,Business travel,Eco Plus,102,5,3,3,5,5,5,5,5,3,1,4,3,5,3,0,0
33255,Male,Loyal Customer,21,Business travel,Eco Plus,101,2,2,4,2,2,2,3,2,2,5,3,4,4,4,0,0
33264,Female,Loyal Customer,23,Personal Travel,Eco Plus,101,4,4,4,5,4,5,5,5,3,2,4,4,5,4,0,0
33289,Female,Loyal Customer,39,Personal Travel,Eco Plus,101,5,5,1,2,5,2,2,2,5,3,5,3,5,4,4,0
33292,Female,Loyal Customer,47,Personal Travel,Eco Plus,101,4,4,3,3,5,3,5,3,3,4,3,4,3,4,0,0
33307,Female,Loyal Customer,54,Business travel,Eco Plus,101,5,4,4,2,4,4,5,5,5,5,5,2,5,4,3,0
34287,Female,Loyal Customer,51,Business travel,Eco,96,4,2,2,2,4,2,3,4,4,4,4,3,4,2,0,0
34290,Male,Loyal Customer,62,Business travel,Business,96,2,2,2,3,3,2,5,5,5,5,4,5,5,2,0,0
356,Male,Loyal Customer,50,Business travel,Business,102,4,4,4,2,5,5,4,4,4,4,5,4,4,4,24,23
357,Female,Loyal Customer,,Business travel,Business,102,2,2,2,4,4,4,5,5,5,5,5,4,5,2,0,0
367,Male,disloyal Customer,26,Business travel,Business,102,0,0,1,4,0,4,4,4,3,3,5,5,4,0,0,0
381,Female,Loyal Customer,56,Business travel,Business,102,5,5,5,3,4,4,4,4,4,4,4,4,4,4,31,34
384,Male,Loyal Customer,43,Business travel,Business,102,1,1,1,5,5,5,4,5,5,5,4,5,5,1,0,0
39,Female,Loyal Customer,46,Business travel,Business,67,3,3,3,4,5,5,4,4,4,4,4,5,4,3,0,0
39164,Male,Loyal Customer,43,Business travel,Business,67,2,4,2,5,4,1,3,4,4,4,5,3,4,2,4,5
39176,Female,disloyal Customer,26,Business travel,Eco,67,3,3,4,5,3,5,5,5,1,3,4,4,4,2,0,0
39201,Male,Loyal Customer,60,Business travel,Business,67,4,4,4,3,4,5,5,5,5,5,4,5,5,4,49,35
39203,Female,Loyal Customer,50,Business travel,Business,67,4,4,4,4,5,4,5,5,5,5,4,4,5,4,0,0
39205,Female,disloyal Customer,25,Business travel,Business,67,1,1,5,3,1,3,3,3,4,4,4,5,4,0,0,0
39208,Female,Loyal Customer,69,Business travel,Business,67,2,2,2,1,3,4,3,3,3,3,2,1,3,2,8,7
39209,Female,Loyal Customer,56,Business travel,Business,67,1,4,4,1,1,3,1,3,3,3,1,4,3,4,0,0
39210,Female,disloyal Customer,36,Business travel,Business,67,2,2,3,1,2,1,1,1,4,5,5,4,5,2,0,3
39211,Female,Loyal Customer,51,Business travel,Business,67,3,3,3,2,4,4,4,4,4,4,5,5,4,3,0,10
39214,Female,disloyal Customer,23,Business travel,Eco,67,5,5,5,5,5,5,5,5,2,5,5,5,5,0,6,15
39215,Female,Loyal Customer,54,Business travel,Eco,67,5,5,5,3,2,3,3,5,5,5,5,4,5,5,92,84
39216,Female,Loyal Customer,57,Business travel,Business,67,0,0,1,5,5,2,3,5,5,5,5,3,5,5,0,0
39217,Female,Loyal Customer,33,Business travel,Eco,67,0,1,4,4,1,4,4,4,4,2,1,2,2,1,13,0
39221,Female,Loyal Customer,31,Business travel,Business,67,4,4,4,3,4,3,5,3,1,2,5,2,5,4,10,20
39222,Male,disloyal Customer,21,Business travel,Eco,67,3,3,4,4,3,4,2,4,4,1,5,2,3,0,3,8
39229,Male,Loyal Customer,32,Business travel,Eco,67,4,4,4,4,4,4,4,4,5,2,5,3,4,4,72,68
39230,Female,Loyal Customer,39,Business travel,Eco,67,5,1,1,5,5,5,5,1,5,3,4,5,5,1,410,358
39232,Male,Loyal Customer,32,Business travel,Eco,67,5,4,4,5,5,5,5,5,5,4,3,5,1,4,0,0
39235,Female,Loyal Customer,38,Business travel,Eco,67,5,4,4,5,5,5,5,5,5,3,3,1,2,4,0,0
39236,Female,disloyal Customer,85,Business travel,Business,67,4,4,3,4,4,4,4,2,1,5,4,4,4,4,0,0
39237,Male,Loyal Customer,55,Business travel,Business,67,5,5,5,1,2,2,1,5,5,5,5,5,5,5,12,10
39240,Male,Loyal Customer,55,Business travel,Business,67,4,4,4,4,2,1,2,4,4,4,3,5,4,4,0,0
39241,Male,Loyal Customer,47,Business travel,Business,67,5,5,5,3,1,2,1,4,4,4,5,1,4,5,0,0
39248,Female,Loyal Customer,48,Business travel,Eco,67,5,2,4,5,1,1,2,5,5,5,5,5,5,4,8,0
39251,Female,Loyal Customer,60,Business travel,Business,67,4,2,2,5,4,3,3,3,3,3,4,3,3,2,6,9
39255,Female,disloyal Customer,59,Business travel,Eco,67,3,3,4,2,3,2,2,2,1,3,,1,3,1,55,57
39257,Male,disloyal Customer,57,Business travel,Eco,67,3,4,2,1,4,1,1,1,2,3,2,2,2,3,36,48
39261,Male,disloyal Customer,29,Business travel,Eco,67,4,4,2,2,4,2,2,2,3,4,4,1,5,3,0,0
39262,Female,Loyal Customer,39,Business travel,Eco,67,3,2,2,3,3,3,3,3,4,2,4,4,3,2,26,35
39268,Female,disloyal Customer,55,Business travel,Eco,67,3,3,4,1,3,1,1,1,2,2,,2,3,1,12,3
39269,Female,disloyal Customer,25,Business travel,Eco,67,1,1,2,4,1,4,4,4,1,2,1,1,2,2,0,0
39273,Female,disloyal Customer,36,Business travel,Eco,67,1,1,3,1,1,1,1,1,4,1,3,1,4,2,0,0
39275,Male,disloyal Customer,20,Business travel,Eco,67,5,5,5,5,5,5,5,5,3,3,5,3,3,0,0,0
39278,Male,Loyal Customer,49,Business travel,Eco,67,4,5,5,4,4,4,4,4,4,2,2,1,1,5,0,0
39281,Male,Loyal Customer,27,Business travel,Business,67,0,0,3,3,1,3,1,3,2,2,1,2,1,5,8,0
39282,Male,Loyal Customer,52,Business travel,Eco,67,1,1,1,1,1,1,1,1,3,4,4,2,3,1,0,0
39285,Male,disloyal Customer,19,Business travel,Business,67,0,0,4,4,0,4,4,4,1,4,4,5,1,3,0,0
39287,Male,Loyal Customer,58,Personal Travel,Eco,67,1,1,3,1,1,1,1,1,5,3,5,5,5,5,15,16
39289,Male,Loyal Customer,61,Personal Travel,Eco,67,2,2,3,5,2,5,5,5,3,2,4,5,5,5,64,71
39290,Male,Loyal Customer,15,Personal Travel,Eco,67,1,1,4,3,1,3,3,3,4,5,4,3,4,4,0,0
39292,Female,Loyal Customer,58,Personal Travel,Eco,67,1,1,4,1,3,2,3,4,4,1,2,2,4,3,69,49
39293,Female,Loyal Customer,66,Personal Travel,Eco,67,1,1,3,2,5,3,4,5,5,1,5,5,5,5,0,0
39294,Female,Loyal Customer,43,Personal Travel,Eco,67,1,1,3,3,5,3,4,4,4,1,4,5,4,4,0,0
39295,Female,Loyal Customer,43,Personal Travel,Eco,67,3,3,4,3,4,3,4,4,4,3,4,4,4,5,0,0
39296,Male,Loyal Customer,52,Personal Travel,Eco,67,3,3,4,5,3,5,5,5,5,2,4,4,4,5,0,0
39297,Male,Loyal Customer,14,Personal Travel,Eco,67,3,3,1,1,3,1,1,1,4,5,5,5,4,5,0,0
39299,Male,Loyal Customer,8,Personal Travel,Eco,67,1,1,2,2,1,2,2,2,4,4,4,3,5,5,38,23
39300,Male,Loyal Customer,42,Personal Travel,Eco,67,3,3,4,5,3,5,5,5,3,1,3,1,4,1,5,0
39301,Male,Loyal Customer,69,Personal Travel,Eco,67,2,2,3,4,2,4,4,4,1,4,4,1,4,2,60,63
39303,Male,Loyal Customer,34,Personal Travel,Eco,67,1,1,3,1,5,5,5,4,5,5,4,5,3,4,194,202
39304,Female,Loyal Customer,27,Personal Travel,Eco,67,5,5,4,4,5,4,4,4,4,3,5,5,5,4,0,0
39305,Male,Loyal Customer,42,Personal Travel,Eco,67,1,1,4,2,1,2,1,2,3,5,4,4,5,5,0,0
39306,Male,Loyal Customer,33,Personal Travel,Eco,67,3,3,4,4,3,4,4,4,3,5,4,4,4,5,0,7
39308,Female,Loyal Customer,60,Personal Travel,Eco,67,1,1,4,3,4,3,4,3,3,1,3,3,3,4,13,0
39310,Female,Loyal Customer,57,Personal Travel,Eco,67,1,1,3,3,4,5,4,5,5,1,5,4,5,5,7,8
39312,Male,Loyal Customer,49,Personal Travel,Eco,67,1,1,4,1,1,1,1,1,3,2,4,4,4,4,8,13
39313,Male,Loyal Customer,25,Personal Travel,Eco,67,2,2,2,5,2,5,1,5,4,5,5,5,5,5,8,9
39314,Female,Loyal Customer,17,Personal Travel,Eco,67,1,1,4,2,1,2,2,2,4,4,4,4,4,5,11,3
39317,Male,Loyal Customer,9,Personal Travel,Eco,67,3,3,3,4,3,4,4,4,4,2,4,4,5,5,66,46
39318,Male,Loyal Customer,27,Personal Travel,Eco,67,2,2,3,4,2,4,4,4,3,3,5,3,4,5,15,6
39319,Female,Loyal Customer,49,Personal Travel,Eco,67,2,2,1,5,4,3,5,5,5,2,5,4,5,5,0,0
39320,Female,Loyal Customer,55,Personal Travel,Eco,67,2,0,2,3,4,5,4,3,3,0,3,5,3,4,0,0
39322,Female,Loyal Customer,33,Personal Travel,Eco,67,2,2,4,4,2,4,4,4,5,4,5,4,4,5,0,0
39323,Female,Loyal Customer,38,Personal Travel,Eco,67,1,1,1,1,1,1,1,1,3,5,4,4,5,5,0,0
39324,Female,Loyal Customer,35,Business travel,Eco Plus,67,4,2,2,4,4,4,4,4,1,2,2,2,2,2,10,4
39325,Female,Loyal Customer,33,Business travel,Eco Plus,67,5,3,3,5,5,5,5,5,5,5,3,4,5,3,41,42
39326,Female,Loyal Customer,43,Business travel,Eco Plus,67,4,4,4,1,2,2,5,4,4,4,4,4,4,4,3,1
39328,Male,Loyal Customer,75,Business travel,Eco Plus,67,3,3,3,3,3,3,3,3,3,3,4,1,4,3,0,0
39329,Female,Loyal Customer,20,Personal Travel,Eco Plus,67,2,2,4,2,4,4,4,3,3,4,5,4,3,5,232,228
39330,Female,Loyal Customer,65,Personal Travel,Eco Plus,67,1,1,3,3,2,3,3,3,3,1,3,4,3,3,17,0
39332,Female,Loyal Customer,34,Personal Travel,Eco Plus,67,1,1,1,4,1,4,4,4,4,2,4,4,5,4,20,18
39333,Female,Loyal Customer,48,Personal Travel,Eco Plus,67,1,1,2,4,5,4,5,3,3,1,3,1,3,5,0,0
39334,Male,Loyal Customer,48,Personal Travel,Eco Plus,67,3,3,3,3,3,3,3,3,5,2,4,5,4,5,43,17
39335,Female,Loyal Customer,55,Personal Travel,Eco Plus,67,3,3,3,2,4,3,4,2,2,3,2,3,2,5,0,0
42563,Male,Loyal Customer,42,Business travel,Business,95,2,1,1,5,4,4,3,4,4,4,2,4,4,1,6,25
4306,Male,Loyal Customer,42,Business travel,Eco Plus,102,4,2,5,5,4,5,5,5,4,2,1,2,5,5,22,21
43808,Female,Loyal Customer,51,Business travel,Business,76,3,3,3,5,5,5,5,4,4,4,5,5,4,3,6,6
43851,Male,Loyal Customer,37,Business travel,Eco,76,2,5,5,2,2,2,2,2,5,3,3,2,3,5,0,0
44027,Female,Loyal Customer,54,Business travel,Business,67,1,5,5,4,4,3,3,4,4,4,1,1,4,5,16,36
44040,Female,Loyal Customer,43,Business travel,Eco,67,5,4,1,3,5,4,2,5,5,5,5,3,5,1,0,0
44045,Male,Loyal Customer,51,Personal Travel,Eco,67,2,2,1,5,2,5,5,5,5,4,5,4,5,5,18,3
44047,Male,Loyal Customer,46,Personal Travel,Eco,67,1,1,2,2,1,2,2,2,3,4,4,4,4,4,0,0
44052,Female,Loyal Customer,64,Personal Travel,Eco,67,2,2,1,5,5,3,5,3,3,2,4,5,3,5,11,0
44058,Female,Loyal Customer,35,Personal Travel,Eco Plus,67,2,2,4,4,2,4,4,4,4,4,2,4,5,4,0,0
44116,Male,Loyal Customer,35,Personal Travel,Business,74,2,0,2,2,4,3,4,3,3,0,2,4,3,5,36,12
44124,Female,Loyal Customer,57,Business travel,Eco,74,4,4,4,1,1,1,1,4,4,4,4,4,4,4,0,0
44128,Female,disloyal Customer,41,Business travel,Business,74,4,5,2,4,5,4,4,4,1,5,4,3,2,5,0,0
44134,Male,Loyal Customer,40,Business travel,Business,98,1,1,1,5,2,5,5,5,5,5,4,1,5,1,0,0
44138,Female,Loyal Customer,69,Business travel,Eco,74,3,5,5,4,3,2,4,3,3,3,3,1,3,5,48,52
44139,Male,disloyal Customer,47,Business travel,Eco,74,3,3,4,3,3,3,3,3,3,3,,1,4,1,44,54
44143,Male,Loyal Customer,53,Personal Travel,Eco,98,3,3,4,5,3,5,3,5,4,5,5,5,5,4,56,45
44144,Male,Loyal Customer,39,Personal Travel,Eco,98,3,0,1,2,0,2,1,2,4,2,4,4,5,5,4,0
44145,Female,Loyal Customer,59,Personal Travel,Eco,74,3,3,1,5,3,4,1,3,3,3,4,5,3,4,0,0
44149,Female,Loyal Customer,57,Business travel,Eco Plus,98,4,3,3,2,2,5,5,4,4,4,4,3,4,3,0,0
44153,Female,Loyal Customer,28,Personal Travel,Eco Plus,98,4,0,3,1,0,1,1,1,3,4,5,5,5,5,11,0
44567,Female,Loyal Customer,64,Business travel,Eco,84,3,2,2,2,5,1,4,4,4,3,4,1,4,2,16,10
44570,Male,disloyal Customer,36,Business travel,Eco,84,2,2,4,3,2,3,5,3,5,4,5,1,1,0,0,6
44571,Male,Loyal Customer,37,Business travel,Eco,84,2,4,5,2,1,2,2,2,3,2,3,1,3,5,0,2
44588,Male,Loyal Customer,48,Personal Travel,Eco,84,2,2,3,5,2,5,5,5,4,2,5,5,4,4,0,0
44589,Female,Loyal Customer,23,Personal Travel,Eco,84,1,1,1,4,1,4,4,4,4,5,2,2,3,3,0,0
44623,Male,disloyal Customer,23,Business travel,Eco,67,0,0,2,2,0,2,2,2,3,2,5,3,4,0,72,70
44624,Male,Loyal Customer,51,Business travel,Business,67,1,1,1,2,4,5,5,4,4,4,4,3,4,1,107,116
44628,Male,Loyal Customer,46,Business travel,Business,67,1,1,1,2,5,5,4,4,4,4,5,5,4,1,9,0
44630,Male,Loyal Customer,63,Personal Travel,Business,67,2,2,3,2,5,5,4,3,3,2,3,3,3,5,65,61
44634,Female,disloyal Customer,25,Business travel,Eco,67,3,2,4,4,2,4,4,4,2,3,5,4,1,0,1,0
44635,Male,Loyal Customer,57,Business travel,Eco,67,3,5,5,3,3,3,3,3,1,5,4,3,3,5,0,0
44641,Female,disloyal Customer,29,Business travel,Eco,67,5,5,1,5,5,5,5,5,4,2,2,4,3,5,66,76
44642,Male,disloyal Customer,40,Business travel,Eco,67,0,0,2,5,0,5,5,5,3,4,1,3,1,0,0,0
44644,Female,Loyal Customer,38,Business travel,Eco,67,4,1,1,4,4,4,4,4,3,2,4,4,4,1,1,11
44647,Male,Loyal Customer,54,Business travel,Business,67,4,4,4,3,3,1,1,5,5,5,4,1,5,4,0,3
44650,Male,Loyal Customer,31,Business travel,Eco,67,0,0,3,4,0,4,1,4,3,3,5,5,2,0,42,45
44651,Female,Loyal Customer,53,Business travel,Business,67,3,3,3,2,5,1,1,5,5,5,5,1,5,3,0,0
44654,Male,Loyal Customer,50,Business travel,Eco,67,4,1,1,4,4,4,4,4,1,5,2,3,3,1,21,0
44656,Male,Loyal Customer,33,Business travel,Eco,67,4,5,5,4,5,4,4,4,3,3,1,4,3,5,0,0
44658,Female,disloyal Customer,35,Business travel,Eco,67,3,3,3,1,3,1,1,1,2,5,3,2,4,1,7,4
44662,Female,disloyal Customer,33,Business travel,Eco,67,2,2,1,5,2,5,3,5,3,5,1,4,5,0,0,0
44665,Male,Loyal Customer,38,Business travel,Eco,67,4,5,5,4,4,4,4,4,3,5,4,2,2,5,0,0
44674,Male,disloyal Customer,56,Business travel,Eco,67,2,2,5,1,2,1,1,1,2,2,3,4,1,0,0,0
44676,Female,disloyal Customer,20,Business travel,Eco,67,4,4,3,5,4,5,5,5,4,4,4,4,4,3,4,9
44678,Female,Loyal Customer,38,Business travel,Business,67,4,1,1,1,3,4,4,3,3,2,4,4,3,1,103,26
44681,Male,disloyal Customer,35,Business travel,Eco,67,1,1,3,1,1,1,1,1,4,3,3,3,3,2,56,49
44683,Male,Loyal Customer,45,Business travel,Business,67,3,5,5,3,4,1,4,3,3,3,3,1,3,5,56,53
44684,Female,disloyal Customer,33,Business travel,Eco,67,2,1,4,3,1,3,3,3,1,1,3,2,4,0,105,79
44686,Male,disloyal Customer,25,Business travel,Eco,67,2,2,1,1,2,1,3,1,2,5,2,1,1,4,61,31
44688,Female,disloyal Customer,56,Business travel,Eco,67,2,2,3,3,2,3,3,3,3,5,2,3,1,0,16,0
44689,Male,disloyal Customer,30,Business travel,Eco,67,3,3,4,4,3,4,4,4,5,1,3,2,1,3,1,10
44691,Female,disloyal Customer,55,Business travel,Eco,67,1,0,4,2,0,2,2,2,1,1,4,2,4,1,28,37
44692,Female,disloyal Customer,26,Business travel,Eco,67,4,4,2,5,4,5,5,5,1,5,1,5,5,5,10,11
44693,Male,Loyal Customer,59,Business travel,Business,67,5,5,5,2,2,1,5,4,4,4,5,2,4,5,48,55
44694,Male,disloyal Customer,20,Business travel,Business,67,2,2,4,4,2,4,3,4,2,2,4,3,4,2,36,11
44698,Male,Loyal Customer,58,Personal Travel,Eco,67,3,0,1,2,0,2,5,2,3,5,4,4,4,4,12,20
44700,Female,Loyal Customer,64,Personal Travel,Eco,67,2,2,3,4,4,4,5,3,3,2,3,4,3,5,0,0
44701,Male,Loyal Customer,13,Personal Travel,Eco,67,1,0,1,4,0,4,4,4,5,4,4,3,4,4,0,0
44702,Female,Loyal Customer,7,Personal Travel,Eco,67,1,1,1,2,1,2,4,2,4,3,4,5,5,4,0,7
44703,Female,Loyal Customer,14,Personal Travel,Eco,67,5,5,4,4,5,4,4,4,1,3,2,5,2,5,0,0
44704,Male,Loyal Customer,70,Personal Travel,Eco,67,3,3,2,1,3,1,1,1,3,3,4,5,5,5,0,0
44705,Female,Loyal Customer,43,Personal Travel,Eco,67,2,2,4,1,4,2,2,4,4,2,4,5,4,3,38,29
